match_id,event_id,from_player_id,from_player_name,team_name,syn_F_fast,syn_F_slow,syn_f_i,syn_I_burst,syn_I_burst_long,syn_contact,syn_quick_chain,v_i_max,a_i_max,d_i_max,tau_i_react,tau_i_turn,is_gk,tau_GK_react,r_GK,v_dive,v_i_eff,a_i_eff,d_i_eff,tau_i_react_eff,tau_i_turn_eff
143155,1,0,REFEREE,TEAM REFEREES,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324
143155,2,489989,EMILY DELGADO,ECUADOR,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324
143155,3,489989,EMILY DELGADO,ECUADOR,0.94,0.999,0.9636,0.3,0.01,0.0,1.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.52174,3.3979086792452824,4.278763679245283,0.2484408,0.3298968
143155,4,490018,JASLYM VALVERDE,ECUADOR,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324
143155,5,490018,JASLYM VALVERDE,ECUADOR,0.94,0.999,0.9636,0.3,0.01,0.0,1.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.52174,3.3979086792452824,4.278763679245283,0.2484408,0.3298968
143155,6,490018,JASLYM VALVERDE,ECUADOR,0.8799999999999999,0.997,0.9268,0.3,0.02,0.0,1.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.44262,3.3471524528301884,4.2470410377358485,0.2529304,0.3358584
143155,7,489989,EMILY DELGADO,ECUADOR,0.8807670546992343,0.9970009645345372,0.9272606186333555,0.3,0.02,0.0,1.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.443610330061714,3.3477877589075145,4.2474381040341775,0.2528742045267306,0.3357837797813964
143155,8,490473,JULIA JIMENEZ,DOMINICAN REPUBLIC,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324
143155,9,490011,FIORELLA PICO,ECUADOR,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324
143155,10,490011,FIORELLA PICO,ECUADOR,0.94,0.999,0.9636,0.3,0.01,0.0,1.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.52174,3.3979086792452824,4.278763679245283,0.2484408,0.3298968
143155,11,490011,FIORELLA PICO,ECUADOR,0.8799999999999999,0.997,0.9268,0.3,0.02,0.0,1.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.44262,3.3471524528301884,4.2470410377358485,0.2529304,0.3358584
143155,12,490018,JASLYM VALVERDE,ECUADOR,0.8236500041717458,0.9940069419557964,0.891792779285366,0.3,0.029999999999999995,0.0,1.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.367354475463538,3.298868908787929,4.216863822709437,0.2572012809271853,0.3415295697557707
143155,13,490473,JULIA JIMENEZ,DOMINICAN REPUBLIC,0.94,0.999,0.9636,0.3,0.01,0.0,1.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.52174,3.3979086792452824,4.278763679245283,0.2484408,0.3298968
143155,14,490502,JAYLENE RONDON,DOMINICAN REPUBLIC,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,1,0.264,3.0,6.0,8.6,3.4481132075471694,4.3101415094339615,0.264,0.324
143155,15,490502,JAYLENE RONDON,DOMINICAN REPUBLIC,0.94,0.999,0.9636,0.3,0.01,0.0,1.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,1,0.264,3.0,6.0,8.52174,3.3979086792452824,4.278763679245283,0.2688048,0.3298968
143155,16,490502,JAYLENE RONDON,DOMINICAN REPUBLIC,0.8799999999999999,0.997,0.9268,0.3,0.02,0.0,1.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,1,0.264,3.0,6.0,8.44262,3.3471524528301884,4.2470410377358485,0.27366240000000003,0.3358584
143155,17,490011,FIORELLA PICO,ECUADOR,0.8298519823663584,0.9940192132114638,0.8955188747044005,0.3,0.029999999999999995,0.0,1.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.37536558061446,3.3040081083187105,4.220075822416175,0.25674669728606314,0.34092594229788714
143155,18,490502,JAYLENE RONDON,DOMINICAN REPUBLIC,0.8971844930742241,0.9950345742264115,0.936324525535099,0.0,0.02,0.0,0.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,1,0.264,3.0,6.0,8.463097729900463,3.3602891097474665,4.2552514483091475,0.272405162629367,0.334315426863314
143155,19,490502,JAYLENE RONDON,DOMINICAN REPUBLIC,0.837184493074224,0.9920345742264115,0.899124525535099,0.3,0.029999999999999995,0.0,1.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,1,0.264,3.0,6.0,8.383117729900462,3.3089811852191646,4.2231839954789585,0.27731556262936696,0.340341826863314
