match_id,event_id,from_player_id,from_player_name,team_name,syn_F_fast,syn_F_slow,syn_f_i,syn_I_burst,syn_I_burst_long,syn_contact,syn_quick_chain,v_i_max,a_i_max,d_i_max,tau_i_react,tau_i_turn,is_gk,tau_GK_react,r_GK,v_dive,v_i_eff,a_i_eff,d_i_eff,tau_i_react_eff,tau_i_turn_eff
143184,1,0,REFEREE,TEAM REFEREES,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324
143184,2,490138,ERICA PARKINSON,ENGLAND,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324
143184,3,490138,ERICA PARKINSON,ENGLAND,0.94,0.999,0.9636,0.3,0.01,0.0,1.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.52174,3.3979086792452824,4.278763679245283,0.2484408,0.3298968
143184,4,490117,LAILA HARBERT,ENGLAND,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324
143184,5,490117,LAILA HARBERT,ENGLAND,0.94,0.999,0.9636,0.3,0.01,0.0,1.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.52174,3.3979086792452824,4.278763679245283,0.2484408,0.3298968
143184,6,490117,LAILA HARBERT,ENGLAND,0.8799999999999999,0.997,0.9268,0.3,0.02,0.0,1.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.44262,3.3471524528301884,4.2470410377358485,0.2529304,0.3358584
143184,7,490138,ERICA PARKINSON,ENGLAND,0.8821190099597318,0.9970026930339273,0.92807248318941,0.3,0.02,0.0,1.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.445355838857232,3.348907519266903,4.248137954258795,0.252775157050892,0.3356522577233156
143184,8,490599,KATIE SCOTT,USA,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.318491405910916,2.934300799539754,3.6678759994246923,0.244,0.324,0,,,,7.318491405910916,2.934300799539754,3.6678759994246923,0.244,0.324
143184,9,490117,LAILA HARBERT,ENGLAND,0.8251680769521001,0.9940098886664768,0.8927048016378507,0.3,0.029999999999999995,0.0,1.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.369315323521379,3.3001268113156015,4.217650011789231,0.25709001420018224,0.3413818221346682
143184,10,490599,KATIE SCOTT,USA,0.94,0.999,0.9636,0.3,0.01,0.0,1.0,7.318491405910916,2.934300799539754,3.6678759994246923,0.244,0.324,0,,,,7.251893134117127,2.891577379898455,3.641173862148881,0.2484408,0.3298968
143184,13,490095,RACHEL MALTBY,ENGLAND,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324
143184,11,490138,ERICA PARKINSON,ENGLAND,0.9193266012261594,0.9950867502590842,0.9496306608393293,0.0,0.02,0.0,0.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.491705920804558,3.3786415341010367,4.266721713530129,0.2501450593776018,0.3321598329440286
143184,14,490138,ERICA PARKINSON,ENGLAND,0.8593266012261593,0.9920867502590842,0.9124306608393293,0.3,0.029999999999999995,0.0,1.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.411725920804558,3.327333609572735,4.23465426069994,0.2546834593776018,0.3381862329440286
143184,12,490094,VERA JONES,ENGLAND,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324
143184,16,490094,VERA JONES,ENGLAND,0.94,0.999,0.9636,0.3,0.01,0.0,1.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.52174,3.3979086792452824,4.278763679245283,0.2484408,0.3298968
143184,17,490095,RACHEL MALTBY,ENGLAND,0.94,0.999,0.9636,0.3,0.01,0.0,1.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.52174,3.3979086792452824,4.278763679245283,0.2484408,0.3298968
143184,18,490094,VERA JONES,ENGLAND,0.8813264513123147,0.9970016752618464,0.9275965408921274,0.3,0.02,0.0,1.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.444332562918074,3.3482510780983867,4.247727678528472,0.25283322201116043,0.33572936037547535
143184,19,490599,KATIE SCOTT,USA,0.9545167301733695,0.9980205606863751,0.9719182623785717,0.0,0.01,0.0,0.0,7.318491405910916,2.934300799539754,3.6678759994246923,0.244,0.324,0,,,,7.26711241704955,2.901340693477745,3.6472759331359366,0.24742597198981423,0.32854924149467135
143184,20,490599,KATIE SCOTT,USA,0.8945167301733694,0.9960205606863751,0.9351182623785717,0.3,0.02,0.0,1.0,7.318491405910916,2.934300799539754,3.6678759994246923,0.244,0.324,0,,,,7.199782296115169,2.85814778570852,3.6202803657801708,0.2519155719898143,0.3345108414946714
143184,21,490599,KATIE SCOTT,USA,0.8362786562588946,0.9930255848704301,0.8989774277035087,0.3,0.029999999999999995,0.0,1.0,7.318491405910916,2.934300799539754,3.6678759994246923,0.244,0.324,0,,,,7.133658199122195,2.815728553675291,3.593768345759403,0.25632475382017195,0.3403656567120316
143184,15,490138,ERICA PARKINSON,ENGLAND,0.8060445141689463,0.988115738659382,0.8788730039651205,0.3,0.04,0.0,1.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.339576958525008,3.281049369619817,4.205726610729366,0.25877749351625534,0.3436225733576505
143184,22,490138,ERICA PARKINSON,ENGLAND,0.7460445141689462,0.983115738659382,0.8408730039651204,0.3,0.05,0.0,1.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.257876958525008,3.2286380488650996,4.172969535257668,0.2634134935162553,0.3497785733576505
143184,23,490599,KATIE SCOTT,USA,0.776489538948345,0.9890262590313077,0.8615042269815301,0.3,0.04,0.0,1.0,7.318491405910916,2.934300799539754,3.6678759994246923,0.244,0.324,0,,,,7.065096374763251,2.771745496539365,3.566278935049449,0.26089648430825335,0.34643631522899215
143184,24,490644,LEENA POWELL,USA,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.318491405910916,2.934300799539754,3.6678759994246923,0.244,0.324,0,,,,7.318491405910916,2.934300799539754,3.6678759994246923,0.244,0.324
143184,25,490138,ERICA PARKINSON,ENGLAND,0.6927711181845184,0.9771496981082313,0.8065225501540035,0.3,0.060000000000000005,0.0,1.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.184023482831106,3.181260347476559,4.14335847188983,0.2676042488812116,0.3553433468750515
143184,26,490599,KATIE SCOTT,USA,0.6022839802497117,0.9040478560209966,0.7229895305582257,0.3,0.05,0.4,1.0,7.318491405910916,2.934300799539754,3.6678759994246923,0.244,0.324,0,,,,6.811666720921673,2.6091679827542014,3.4646679889337224,0.27779527727189646,0.36887569604956744
143184,27,490599,KATIE SCOTT,USA,0.5422839802497117,0.8980478560209966,0.6845895305582257,0.3,0.060000000000000005,0.0,1.0,7.318491405910916,2.934300799539754,3.6678759994246923,0.244,0.324,0,,,,6.741409203424928,2.564097122473271,3.4364987012581407,0.28248007727189645,0.37509649604956746
143184,28,490138,ERICA PARKINSON,ENGLAND,0.6330440891854916,0.9701512214109134,0.7678869420756603,0.3,0.07,0.0,1.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.10095692546267,3.127972367277939,4.110053484265692,0.2723177930667694,0.36160231538374304
