match_id,event_id,from_player_id,from_player_name,team_name,syn_F_fast,syn_F_slow,syn_f_i,syn_I_burst,syn_I_burst_long,syn_contact,syn_quick_chain,v_i_max,a_i_max,d_i_max,tau_i_react,tau_i_turn,is_gk,tau_GK_react,r_GK,v_dive,v_i_eff,a_i_eff,d_i_eff,tau_i_react_eff,tau_i_turn_eff
143176,1,0,REFEREE,TEAM REFEREES,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324,0,,,,8.6,3.4481132075471694,4.3101415094339615,0.244,0.324
143176,2,445405,JUJU,BRAZIL,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.086329460144042,2.7504018452613854,3.438002306576732,0.258,0.338,0,,,,7.086329460144042,2.7504018452613854,3.438002306576732,0.258,0.338
143176,3,445405,JUJU,BRAZIL,0.94,0.999,0.9636,0.3,0.01,0.0,1.0,7.086329460144042,2.7504018452613854,3.438002306576732,0.258,0.338,0,,,,7.021843862056731,2.7103559943943796,3.4129736497848535,0.26269560000000003,0.3441516
143176,4,490557,LARISSA FORTE,BRAZIL,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.555156283908419,2.9730939080195165,3.7163673850243955,0.252,0.332,0,,,,7.555156283908419,2.9730939080195165,3.7163673850243955,0.252,0.332
143176,5,490557,LARISSA FORTE,BRAZIL,0.94,0.999,0.9636,0.3,0.01,0.0,1.0,7.555156283908419,2.9730939080195165,3.7163673850243955,0.252,0.332,0,,,,7.486404361724852,2.929805660718752,3.689312230461418,0.2565864,0.3380424
143176,6,445405,JUJU,BRAZIL,0.8820713993529095,0.9970026315314348,0.9280438922243196,0.3,0.02,0.0,1.0,7.086329460144042,2.7504018452613854,3.438002306576732,0.258,0.338,0,,,,6.958853288552016,2.671238560619762,3.3885252536757173,0.26728233790306277,0.35016058221409
143176,8,490557,LARISSA FORTE,BRAZIL,0.8813094987274384,0.9970016536312427,0.92758636068896,0.3,0.02,0.0,1.0,7.555156283908419,2.9730939080195165,3.7163673850243955,0.252,0.332,0,,,,7.418382193388049,2.886976888062246,3.662544247551102,0.261124118553191,0.3440206641256326
143176,9,490557,LARISSA FORTE,BRAZIL,0.8266128392113674,0.9940119153616764,0.8935724696714911,0.3,0.029999999999999995,0.0,1.0,7.555156283908419,2.9730939080195165,3.7163673850243955,0.252,0.332,0,,,,7.354137127772846,2.8465262911934155,3.6372626245080824,0.26540986882139217,0.34966697003453256
143176,7,490540,MARIANE,BRAZIL,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.297046449449325,2.85829008388568,3.5728626048571,0.254,0.334,0,,,,7.297046449449325,2.85829008388568,3.5728626048571,0.254,0.334
143176,10,490540,MARIANE,BRAZIL,0.94,0.999,0.9636,0.3,0.01,0.0,1.0,7.297046449449325,2.85829008388568,3.5728626048571,0.254,0.334,0,,,,7.230643326759336,2.8166733802643042,3.546852165093741,0.2586228,0.3400788
